JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
F01141	1992-F01	-	1992 Feb  5	1992 Feb  5	1992 Feb  5	1992 Feb  5	-	Tselina-2 A		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F01143	1992-F02	Galaxy IR	1992 Aug 22	1992 Aug 22	1992 Aug 22	1992 Aug 22	-	Galaxy		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01145	1992-090	Optus B2	1992 Dec 21	1992 Dec 21	1992 Dec 21	1992 Dec 21	-	Optus		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01151	1993-F01	Gorizont	1993 May 27	1993 May 27	1993 May 27	1993 May 27	-	Gorizont		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F01153	1993-F02	-	1993 Aug  2	1993 Aug  2	1993 Aug  2	1993 Aug  2	-	SLDCOM		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01154	1993-F02	-	1993 Aug  2	1993 Aug  2	1993 Aug  2	1993 Aug  2	-	NOSS2		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F01155	1993-F02	-	1993 Aug  2	1993 Aug  2	1993 Aug  2	1993 Aug  2	-	NOSS2		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F01156	1993-F02	-	1993 Aug  2	1993 Aug  2	1993 Aug  2	1993 Aug  2	-	NOSS2		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F01159	1993-F03	IRS-1E	1993 Sep 20	1993 Sep 20	1993 Sep 20	1993 Sep 20	-	IRS		-	-	C	IMG	U	-	-	-	-					-	0	0	0.00	-
F01161	1993-F04	Landsat 6	1993 Oct  5	1993 Oct  5	1993 Oct  5	1993 Oct  5	-	Landsat MMS		-	-	B	IMG	U	-	-	-	-					-	0	0	0.00	-
F01163	1994-F01	Eutelsat 2 F5	1994 Jan 24	1994 Jan 24	1994 Jan 24	1994 Jan 24	-	Eutelsat II		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F01165	1994-F01	Turksat 1A	1994 Jan 24	1994 Jan 24	1994 Jan 24	1994 Jan 24	-	Turksat		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F01167	1994-F02	[Kosmos]	1994 May 25	1994 May 25	1994 May 25	1994 May 25	-	Tselina-R		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F01169	1994-F03	STEP M1	1994 Jun 27	1994 Jun 27	1994 Jun 27	1994 Jun 27	-	STP1		-	-	D	SCI/TECH	U	-	F/ATM	-	-					-	0	0	0.00	Propagation studies
F01171	1994-F04	PAS 3	1994 Dec  1	1994 Dec  1	1994 Dec  1	1994 Dec  1	-	PAS		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01174	1995-F01	Apstar 2	1995 Jan 25	1995 Jan 25	1995 Jan 25	1995 Jan 25	-	Apstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01176	1995-F02	TECHSAT-1	1995 Mar 28	1995 Mar 28	1995 Mar 28	1995 Mar 28	-	Techsat		-	-	A	COM	U	-	-	-	-					-	0	0	0.00	-
F01177	1995-F02	ENB	1995 Mar 28	1995 Mar 28	1995 Mar 28	1995 Mar 28	-	UNAMSAT		-	-	A	SCI	U	-	ATM	-	-					-	0	0	0.00	Meteor radio echoes
F01178	1995-F02	EKA-2	1995 Mar 28	1995 Mar 28	1995 Mar 28	1995 Mar 28	-	EKA		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F01179	1995-F03	STEP M3	1995 Jun 22	1995 Jun 22	1995 Jun 22	1995 Jun 22	-	STP1		-	-	D	TECH	U	-	ENV	-	-					-	0	0	0.00	Materials exposure
F01182	1995-F04	Gemstar DSS-1	1995 Aug 15	1995 Aug 15	1995 Aug 15	1995 Aug 15	-	Gemstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01184	1995-F05	Meteor SM	1995 Oct 23	1995 Oct 23	1995 Oct 23	1995 Oct 23	-	EER		-	-	B	MET	U	-	-	-	-					-	0	0	0.00	-
F01185	1995-F05	Meteor RV	1995 Oct 23	1995 Oct 23	1995 Oct 23	1995 Oct 23	-	EER		-	-	B	MET	U	-	-	-	-					-	0	0	0.00	-
F01188	1996-F01	Intelsat 708	1996 Feb 14	1996 Feb 14	1996 Feb 14	1996 Feb 14	-	Int7		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F01189	1996-F02	-	1996 May 14	1996 May 14	1996 May 14	1996 May 14	-	Kometa		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F01196	1996-F03	Cluster F3	1996 Jun  4	1996 Jun  4	1996 Jun  4	1996 Jun  4	-	ESA Cluster		-	-	C	SCI	U	ESOC	P/F*	-	-					-	0	0	0.00	Magnetosphere constellation
F01197	1996-F03	Cluster F4	1996 Jun  4	1996 Jun  4	1996 Jun  4	1996 Jun  4	-	ESA Cluster		-	-	C	SCI	U	ESOC	P/F*	-	-					-	0	0	0.00	Magnetosphere constellation
F01199	1996-F03	Cluster F1	1996 Jun  4	1996 Jun  4	1996 Jun  4	1996 Jun  4	-	ESA Cluster		-	-	C	SCI	U	ESOC	P/F*	-	-					-	0	0	0.00	Magnetosphere constellation
F01200	1996-F03	Cluster F2	1996 Jun  4	1996 Jun  4	1996 Jun  4	1996 Jun  4	-	ESA Cluster		-	-	C	SCI	U	ESOC	P/F*	-	-					-	0	0	0.00	Magnetosphere constellation
F01202	1996-F04	[Kosmos]	1996 Jun 20	1996 Jun 20	1996 Jun 20	1996 Jun 20	-	Kobal't		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F01205	1996-F04	Spuskaemaya Kapsula	1996 Jun 20	1996 Jun 20	1996 Jun 20	1996 Jun 20	-	SpK		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01207	1996-F04	Spuskaemaya Kapsula	1996 Jun 20	1996 Jun 20	1996 Jun 20	1996 Jun 20	-	SpK		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F01212	1997-F01	GPS SVN 42	1997 Jan 17	1997 Jan 17	1997 Jan 17	1997 Jan 17	-	GPS IIR		-	-	D	NAV	U	USSC	-	-	-					-	0	0	0.00	-
F01218	1997-F02	-	1997 May 20	1997 May 20	1997 May 20	1997 May 20	-	Tselina-2		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F01220	1997-F03	SCD-2A	1997 Nov  2	1997 Nov  2	1997 Nov  2	1997 Nov  2	-	INPE SCD		-	-	C	TECH	U	-	-	-	-					-	0	0	0.00	-
F01222	1998-F01	'Ofeq-4	1998 Jan 22	1998 Jan 22	1998 Jan 22	1998 Jan 22	-	Ofeq		-	-	C	IMG	U	-	-	-	-					-	0	0	0.00	-
F01224	1998-F02	USA	1998 Aug 12	1998 Aug 12	1998 Aug 12	1998 Aug 12	-	MERCURY		-	-	D	SIG	U	Onizuka	-	-	-					-	0	0	0.00	-
F01226	1998-F03	Galaxy X	1998 Aug 27	1998 Aug 27	1998 Aug 27	1998 Aug 27	-	Galaxy		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01228	1998-F04	Kwangmyongsong 1	1998 Aug 31	1998 Aug 31	1998 Aug 31	1998 Aug 31	-	KMS		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01235	1998-F05	Globalstar FM5	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01236	1998-F05	Globalstar FM7	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01237	1998-F05	Globalstar FM9	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01238	1998-F05	Globalstar FM10	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01239	1998-F05	Globalstar FM11	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01240	1998-F05	Globalstar FM12	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01241	1998-F05	Globalstar FM13	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01242	1998-F05	Globalstar FM16	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01243	1998-F05	Globalstar FM17	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01244	1998-F05	Globalstar FM18	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01245	1998-F05	Globalstar FM20	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01246	1998-F05	Globalstar FM21	1998 Sep  9	1998 Sep  9	1998 Sep  9	1998 Sep  9	-	Globalstar		-	-	B	COM	U	-	-	-	-					-	0	0	0.00	-
F01249	1999-F01	Ikonos 1	1999 Apr 27	1999 Apr 27	1999 Apr 27	1999 Apr 27	-	Ikonos		-	-	B	IMG	U	-	-	-	-					-	0	0	0.00	-
F01253	1999-F02	Raduga	1999 Jul  5	1999 Jul  5	1999 Jul  5	1999 Jul  5	-	Raduga		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F01259	1999-F03	Ekspress-A	1999 Oct 27	1999 Oct 27	1999 Oct 27	1999 Oct 27	-	Ekspress A		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01261	1999-F04	MTSAT	1999 Nov 15	1999 Nov 15	1999 Nov 15	1999 Nov 15	-	GMS		-	-	C	COM/IMG	N	-	-	-	-					-	0	0	0.00	-
F01263	1999-F05	SACI-2	1999 Dec 11	1999 Dec 11	1999 Dec 11	1999 Dec 11	-	SACI		-	-	C	SCI	N	INPE	P/F/ATM	-	-					-	0	0	0.00	Cosmic rays, airglow
F01265	2000-U01	ASTRO E	2000 Feb 10	2000 Feb 10	2000 Feb 10	2000 Feb 10	-	ASTRO		-	-	C	AST	N	ISAS	XRA*	-	-					-	0	0	0.00	X-ray calorimeter mission
F01266	2000-F02	ICO F-1	2000 Mar 12	2000 Mar 12	2000 Mar 12	2000 Mar 12	-	ICO		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01268	2000-F03	Gonets	2000 Dec 27	2000 Dec 27	2000 Dec 27	2000 Dec 27	-	Gonets-D1		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	LEO comms relay
F01269	2000-F03	Gonets	2000 Dec 27	2000 Dec 27	2000 Dec 27	2000 Dec 27	-	Gonets-D1		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	LEO comms relay
F01270	2000-F03	Gonets	2000 Dec 27	2000 Dec 27	2000 Dec 27	2000 Dec 27	-	Gonets-D1		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	LEO comms relay
F01271	2000-F03	Strela-3	2000 Dec 27	2000 Dec 27	2000 Dec 27	2000 Dec 27	-	Strela-3		-	-	D	COM	N	-	-	-	-					-	0	0	0.00	Military comms
F01272	2000-F03	Strela-3	2000 Dec 27	2000 Dec 27	2000 Dec 27	2000 Dec 27	-	Strela-3		-	-	D	COM	N	-	-	-	-					-	0	0	0.00	Military comms
F01273	2000-F03	Strela-3	2000 Dec 27	2000 Dec 27	2000 Dec 27	2000 Dec 27	-	Strela-3		-	-	D	COM	N	-	-	-	-					-	0	0	0.00	Military comms
F01276	2001-U01	Orbview-4	2001 Sep 21	2001 Sep 21	2001 Sep 21	2001 Sep 21	-	OrbView		-	-	D	IMG	N	-	-	-	-					-	0	0	0.00	-
F01278	2001-U01	TOMS	2001 Sep 21	2001 Sep 21	2001 Sep 21	2001 Sep 21	-	Earth Probe		-	-	C	SCI	N	-	ATM	-	-					-	0	0	0.00	Ozone monitor
F01279	2001-U01	SBD	2001 Sep 21	2001 Sep 21	2001 Sep 21	2001 Sep 21	-	Orbcomm-X		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01280	2001-U01	Celestis	2001 Sep 21	2001 Sep 21	2001 Sep 21	2001 Sep 21	-	CPAC		-	-	B	MISC	N	-	-	-	-					-	0	0	0.00	-
F01281	2002-F01	HTSTL	2002 Sep 15	2002 Sep 15	2002 Sep 15	2002 Sep 15	-	HTSTL		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01283	2002-F02	Foton-M	2002 Oct 15	2002 Oct 15	2002 Oct 15	2002 Oct 15	-	Foton		-	-	C	MGRAV	N	-	MG	-	-					-	0	0	0.00	Microgravity
F01287	2002-F03	Hot Bird 7	2002 Dec 11	2002 Dec 11	2002 Dec 11	2002 Dec 11	-	Eutelsat HB		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01288	2002-F03	Stentor	2002 Dec 11	2002 Dec 11	2002 Dec 11	2002 Dec 11	-	Stentor		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	-
F01294	2003-F02	IGS-2a	2003 Nov 29	2003 Nov 29	2003 Nov 29	2003 Nov 29	-	IGS-O-G1		-	-	D	IMG	N	-	-	-	-					-	0	0	0.00	-
F01295	2003-F02	IGS-2b	2003 Nov 29	2003 Nov 29	2003 Nov 29	2003 Nov 29	-	IGS-R-G1		-	-	D	IMG-R	N	-	-	-	-					-	0	0	0.00	-
F01301	2004-F01	Ofeq 6	2004 Sep  6	2004 Sep  6	2004 Sep  6	2004 Sep  6	-	Ofeq		-	-	D	IMG	N	-	-	-	-					-	0	0	0.00	-
F01302	2005-F01	Molniya-3K	2005 Jun 21	2005 Jun 21	2005 Jun 21	2005 Jun 21	-	Molniya-3K		-	-	D	COM	N	-	-	-	-					-	0	0	0.00	-
F01306	2005-F02	Cosmos-1	2005 Jun 21	2005 Jun 21	2005 Jun 21	2005 Jun 21	-	TPS		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01309	2005-F03	CRYOSAT	2005 Oct  8	2005 Oct  8	2005 Oct  8	2005 Oct  8	-	Earth Exp		-	-	C	SCI	N	ESTEC	ATM	-	-					-	0	0	0.00	Climate: cryosphere
F01311	2006-F01	Falconsat 2	2006 Mar 24	2006 Mar 24	2006 Mar 24	2006 Mar 24	-	Falconsat		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01313	2006-F02	Insat 4C	2006 Jul 10	2006 Jul 10	2006 Jul 10	2006 Jul 10	-	Insat 4		-	-	C	COM	N	-	-	-	-					-	0	0	0.00	-
F01317	2006-F03	BelKA	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	BelKA		-	-	C	IMG	N	-	-	-	-					-	0	0	0.00	-
F01318	2006-F03	Baumanets	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Baumanets		-	-	A	IMG	N	-	-	-	-					-	0	0	0.00	-
F01319	2006-F03	Unisat-4	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Unisat		-	-	A	TECH	N	Sapienza	-	-	-					-	0	0	0.00	-
F01320	2006-F03	PICPOT	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Torino		-	-	A	IMG	N	-	-	-	-					-	0	0	0.00	-
F01321	2006-F03	ION	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	UIUC		-	-	A	TECH	N	UIUC	-	-	-					-	0	0	0.00	-
F01322	2006-F03	SACRED	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Arizona		-	-	A	TECH	N	U.Arizona	P	-	-					-	0	0	0.00	Radiation component exposure
F01323	2006-F03	KUTESat	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Kansas		-	-	A	SCI	N	U.Kansas/Lawrence	P	-	-					-	0	0	0.00	Radiation dose
F01324	2006-F03	ICECube-1	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Cornell		-	-	A	SCI	N	Cornell	ION	-	-					-	0	0	0.00	Ionosphere scintillation
F01325	2006-F03	RINCON	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Arizona		-	-	A	COM	N	U.Arizona	-	-	-					-	0	0	0.00	-
F01326	2006-F03	SEEDS	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Nihon		-	-	A	TECH	N	NihonU	-	-	-					-	0	0	0.00	-
F01327	2006-F03	HAUSAT 1	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	KAU		-	-	A	TECH	N	HankukAvU	-	-	-					-	0	0	0.00	-
F01328	2006-F03	nCUBE-1	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	NSC		-	-	A	COM	N	NTNU	-	-	-					-	0	0	0.00	-
F01329	2006-F03	MEROPE	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	MSU		-	-	A	SCI	N	Montana State	P	-	-					-	0	0	0.00	Radiation sensor
F01330	2006-F03	AeroCube-1	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Aerocube		-	-	C	TECH	N	Aero.Corp	-	-	-					-	0	0	0.00	-
F01331	2006-F03	CalPoly CP2	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	CP		-	-	A	TECH	N	CalPoly	-	-	-					-	0	0	0.00	-
F01332	2006-F03	CalPoly CP1	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	CP		-	-	A	TECH	N	CalPoly	-	-	-					-	0	0	0.00	-
F01333	2006-F03	ICECube-2	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	Cornell		-	-	A	SCI	N	Cornell	ION	-	-					-	0	0	0.00	Ionosphere scintillation
F01334	2006-F03	Voyager	2006 Jul 26	2006 Jul 26	2006 Jul 26	2006 Jul 26	-	UHI		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01336	2007-F01	NSS 8	2007 Jan 30	2007 Jan 30	2007 Jan 30	2007 Jan 30	-	NSS		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01337	2007-F02	Falcon 1 Demo	2007 Mar 21	2007 Mar 21	2007 Mar 21	2007 Mar 21	-	SpX Test		-	-	D	TECH	N	-	-	-	-					-	0	0	0.00	-
F01339	2007-F03	JCSAT 11	2007 Sep  5	2007 Sep  5	2007 Sep  5	2007 Sep  5	-	JCSAT		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01342	2008-F01	Trailblazer	2008 Aug  3	2008 Aug  3	2008 Aug  3	2008 Aug  3	-	ORS		-	-	D	TECH	N	-	-	-	-					-	0	0	0.00	-
F01343	2008-F01	PreSat	2008 Aug  3	2008 Aug  3	2008 Aug  3	2008 Aug  3	-	Ames		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01344	2008-F01	NanoSail-D	2008 Aug  3	2008 Aug  3	2008 Aug  3	2008 Aug  3	-	Ames		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01347	2008-F01	Celestis	2008 Aug  3	2008 Aug  3	2008 Aug  3	2008 Aug  3	-	CPAC		-	-	B	MISC	N	-	-	-	-					-	0	0	0.00	-
F01349	2008-F02	Omid?	2008 Aug 16	2008 Aug 16	2008 Aug 16	2008 Aug 16	-	Iran		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01351	2009-F01	OCO	2009 Feb 24	2009 Feb 24	2009 Feb 24	2009 Feb 24	-	Earth Sci		-	-	C	SCI	N	-	ATM	-	-					-	0	0	0.00	Climate study - carbon measurement
F01353	2009-F02	Kwangmyongsong-2	2009 Apr  5	2009 Apr  5	2009 Apr  5	2009 Apr  5	-	KMS		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01355	2009-F03	STSAT-2	2009 Aug 25	2009 Aug 25	2009 Aug 25	2009 Aug 25	-	STSAT		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01357	2010-F01	GSAT-4	2010 Apr 15	2010 Apr 15	2010 Apr 15	2010 Apr 15	-	GSAT		-	-	C	COM	N	Hassan	-	-	-					-	0	0	0.00	-
F01359	2010-F02	STSat-2B	2010 Jun 10	2010 Jun 10	2010 Jun 10	2010 Jun 10	-	STSAT		-	-	C	GEOD/IMG	N	-	GEOD	-	-					-	0	0	0.00	Laser reflector,radiometers
F01361	2010-F03	Glonass-M	2010 Dec  5	2010 Dec  5	2010 Dec  5	2010 Dec  5	-	Uragan-M		-	-	D	NAV	N	-	-	-	-					-	0	0	0.00	-
F01362	2010-F03	Glonass-M	2010 Dec  5	2010 Dec  5	2010 Dec  5	2010 Dec  5	-	Uragan-M		-	-	D	NAV	N	-	-	-	-					-	0	0	0.00	-
F01363	2010-F03	Glonass-M	2010 Dec  5	2010 Dec  5	2010 Dec  5	2010 Dec  5	-	Uragan-M		-	-	D	NAV	N	-	-	-	-					-	0	0	0.00	-
F01369	2010-F04	GSAT-5P	2010 Dec 25	2010 Dec 25	2010 Dec 25	2010 Dec 25	-	GSAT		-	-	C	COM	N	Hassan	-	-	-					-	0	0	0.00	-
F01371	2011-F01	Glory	2011 Mar  4	2011 Mar  4	2011 Mar  4	2011 Mar  4	-	Earth Sci		-	-	C	SCI	N	-	ATM/SOL	-	-					-	0	0	0.00	Soalr irradiance, aerosols
F01372	2011-F01	KySat	2011 Mar  4	2011 Mar  4	2011 Mar  4	2011 Mar  4	-	KySat		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01373	2011-F01	Explorer 1 Prime	2011 Mar  4	2011 Mar  4	2011 Mar  4	2011 Mar  4	-	MSU		-	-	A	SCI	N	-	P	-	-					-	0	0	0.00	Radiation
F01374	2011-F01	Hermes-1	2011 Mar  4	2011 Mar  4	2011 Mar  4	2011 Mar  4	-	UCO		-	-	A	TECH	N	-	-	-	-					-	0	0	0.00	-
F01375	2011-F02	Shi Jian 11-04	2011 Aug 18	2011 Aug 18	2011 Aug 18	2011 Aug 18	-	SJ-11		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01382	2011-F03	Progress M-12M	2011 Aug 24	2011 Aug 24	2011 Aug 24	2011 Aug 24	-	Progress MM		-	-	C	SS	N	-	-	-	-					-	0	0	0.00	-
F01385	2011-F04	Meridian No. 15L?	2011 Dec 23	2011 Dec 23	2011 Dec 23	2011 Dec 23	-	Meridian		-	-	D	COM	N	-	-	-	-					-	0	0	0.00	-
F01387	2012-F01	Kwangmyongsong-3	2012 Apr 12	2012 Apr 12	2012 Apr 12	2012 Apr 12	-	KMS		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01389	2012-F02	Fajr	2012 May 23	2012 May 23	2012 May 23	2012 May 23	-	Iran		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01391	2012-F03	Fajr?	2012 Sep 22	2012 Sep 22	2012 Sep 22	2012 Sep 22	-	Iran		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01393	2013-F01	Intelsat IS-27	2013 Feb  1	2013 Feb  1	2013 Feb  1	2013 Feb  1	-	IntIS		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01394	2013-F02	Uragan-M No. 748	2013 Jul  2	2013 Jul  2	2013 Jul  2	2013 Jul  2	-	Uragan-M		-	-	D	NAV	N	-	-	-	-					-	0	0	0.00	-
F01395	2013-F02	Uragan-M No. 749	2013 Jul  2	2013 Jul  2	2013 Jul  2	2013 Jul  2	-	Uragan-M		-	-	D	NAV	N	-	-	-	-					-	0	0	0.00	-
F01396	2013-F02	Uragan-M No. 750	2013 Jul  2	2013 Jul  2	2013 Jul  2	2013 Jul  2	-	Uragan-M		-	-	D	NAV	N	-	-	-	-					-	0	0	0.00	-
F01403	2013-F03	Zi Yuan 1-3	2013 Dec  9	2013 Dec  9	2013 Dec  9	2013 Dec  9	-	ZY1		-	-	C	IMG	N	Xian	-	-	-					-	0	0	0.00	-
F01407	2014-F01	Ekspress-AM4R	2014 May 15	2014 May 15	2014 May 15	2014 May 15	-	Ekspress AM		-	-	B	COM	N	-	-	-	-					-	0	0	0.00	-
F01409	2005-F04	KT-1 satellite?	2005 Jun  9	2005 Jun  9	2005 Jun  9	2005 Jun  9	-	HTSTL		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F01410	1960-F13	Samos 1 F-1	1960 Oct 11	1960 Oct 11	1960 Oct 11	1960 Oct 11	-	SAMOS F-1		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F01411	2014-F02	SS Deke Slayton	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Cygnus		-	-	B	SS	N	MCC-D Dulles	-	-	-					-	0	0	0.00	-
F01414	2014-F02	RACE	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	UT		-	-	C	SCI	N	-	-	-	-					-	0	0	0.00	-
F01415	2014-F02	Arkyd-3	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Arkyd		-	-	B	TECH	N	-	-	-	-					-	0	0	0.00	-
F01416	2014-F02	Flock 1d-1	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01417	2014-F02	Flock 1d-2	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01418	2014-F02	Flock 1d-3	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01419	2014-F02	Flock 1d-4	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01420	2014-F02	Flock 1d-5	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01421	2014-F02	Flock 1d-6	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01422	2014-F02	Flock 1d-7	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01423	2014-F02	Flock 1d-8	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
F01424	2014-F02	Flock 1d-9	2014 Oct 28	2014 Oct 28	2014 Oct 28	2014 Oct 28	-	Flock-1/S	1	-	-	B	IMG	N	-	-	-	-					-	0	0	0.00	-
