#JCAT	Piece	Name	Owner	State	World	Lon	Lat	LType	Status	LaunchDate	LandDate	OffDate	Dur	LSite	Comment
# Updated 2025 Aug  5 0444:49
F00054	1958-F20	AMS E-1 No. 3	OKB1	SU	Luna	-	-	I	F	1958 Dec  4 1818:45	-	1958 Dec  4 1825	    0.000 	-	Lunar impact probe, launch failure
D00002	1959 MU 1	AMS E-1 No. 4 (Luna-1)	OKB1	SU	Luna	-	-	I	F	1959 Jan  2 1641:25	-	1959 Jan  5	    0.000 	-	Lunar impact probe, missed Moon
F00064	1959-F06	AMS E-1A No. 5	OKB1	SU	Luna	-	-	I	F	1959 Jun 18 0808	-	1959 Jun 18 0810	    0.000 	-	Lunar impact probe, launch failure
D00022	1962 ALP	Ranger Capsule 12	JPL	US	Luna	-	-	LI	O	1962 Jan 26 2030:11	-	1962 Feb  2	    0.000 	-	Ranger 3 capsule, missed Moon
D00021	1962 ALP	BE-3	JPL	US	Luna	-	-	C	OC	1962 Jan 26 2030:11	-	1962 Jan 28 1729	    0.000 	-	Ranger 3 retro
D00019	1962 ALP 1	Ranger 3	JPL	US	Luna	-	-	C	OC	1962 Jan 26 2030:11	-	1962 Feb  2	    0.000 	-	Ranger 3 service module
A00250	1962 A PI	2MV-1 No. 1	OKB1	SU	Venus	-	-	LP	F	1962 Aug 25 0218:45	-	1962 Aug 25 0319	    0.000 	-	Venus lander, failed to leave parking orbit
A00257	1962 A TAU	2MV-1 No. 2	OKB1	SU	Venus	-	-	LP	F	1962 Sep  1 0212:30	-	1962 Sep  1 0314	    0.000 	-	Venus lander, failed to leave parking orbit
D00032	1962 B ETA	Ranger Capsule 18	JPL	US	Luna	-	-	LI	O	1962 Oct 18 1659:07	-	1962 Oct 29	    0.000 	-	Ranger 5 capsule, missed Moon
D00031	1962 B ETA	BE-3	JPL	US	Luna	-	-	C	OC	1962 Oct 18 1659:07	-	1962 Oct 29	    0.000 	-	Ranger 5 retro
D00030	1962 B ETA	Ranger 5	JPL	US	Luna	-	-	C	OC	1962 Oct 18 1659:07	-	1962 Oct 29	    0.000 	-	Ranger 5 service module
A00295	1962 B XI	2MV-3 No. 1	OKB1	SU	Mars	-	-	LP	F	1962 Nov  4 1535:15	-	1962 Nov  4 1636	    0.000 	-	Mars lander, failed to leave parking orbit
A00318	1963-001	E-6 No. 2 SA	OKB1	SU	Luna	-	-	LA	F	1963 Jan  4 0849	-	1963 Jan  4 1000?	    0.000 	-	Lunar lander, failed to leave parking orbit
F00221	1963-F01	E-6 No. 3 SA	OKB1	SU	Luna	-	-	LA	F	1963 Feb  3 0929:14	-	1963 Feb  3 0934	    0.000 	-	Lunar lander, launch failure
D00037	1963-008	E-6 No. 4 SA (Luna-4)	OKB1	SU	Luna	-	-	LA	O	1963 Apr  2 0816	-	1963 Apr 15	    0.000 	-	Lunar lander, missed Moon
F00287	1964-F03	E-6 No. 6 SA	OKB1	SU	Luna	-	-	LA	F	1964 Mar 21 0815:35	-	1964 Mar 21 0823:41	    0.000 	-	Lunar lander, launch failure
A00452	1964-014A	3MV-1 No. 3 (Kosmos-27)	OKB1	SU	Venus	-	-	LP	F	1964 Mar 27 0324:42	-	1964 Mar 27 0400?	    0.000 	-	Venus lander, failed to leave parking orbit
F00302	1964-F05	E-6 No. 5 SA	OKB1	SU	Luna	-	-	LA	F	1964 Apr 20 0808:28	-	1964 Apr 20 0818	    0.000 	-	Lunar lander, launch failure
A00645	1965-018	E-6 No. 9 SA (Kosmos-60)	OKB1	SU	Luna	-	-	LA	F	1965 Mar 12 0930	-	1965 Mar 30	    0.000 	-	Lunar lander, failed to leave parking orbit
F00341	1965-F05	E-6 No. 8 SA	OKB1	SU	Luna	-	-	LA	F	1965 Apr 10 0839:01	-	1965 Apr 10 0844	    0.000 	-	Lunar lander, launch failure
D00075	1965-044	E-6 No. 7 SA	OKB1	SU	Luna	-	-	LA	O	1965 Jun  8 0740	-	1965 Jun 10	    0.000 	-	Lunar lander, missed Moon
S02852	1967-063A	4V-1 No. 311 (Kosmos-167)	IKI	SU	Venus	-	-	LP	F	1967 Jun 17 0236:38	-	1967 Jun 17 0402?	    0.000 	-	Venus lander, failed to leave parking orbit
S04501	1970-065A	4V-1 No. 631 (Kosmos-359)	IKI	SU	Venus	-	-	LP	F	1970 Aug 22 0506:09	-	1970 Aug 22 0631?	    0.000 	-	Venus lander, failed to leave parking orbit
S05919	1972-023A	4V-1 No. 671 (Kosmos-482)	IKI	SU	Venus	-	-	LP	F	1972 Mar 31 0402:33	-	1972 Mar 31 0507	    0.000 	-	Venus lander, failed to leave parking orbit
F00518	1969-F04	E-8 No. 201	IKI	SU	Luna	-	-	L	F	1969 Feb 19 0648:16	-	1969 Feb 19 0649?	    0.000 	-	Lunar lander, launch failure
F00519	1969-F04	8EL No. 201 (Lunokhod)	IKI	SU	Luna	-	-	RO	FC	1969 Feb 19 0648:16	-	1969 Feb 19 0649?	    0.000 	-	Lunar rover, launch failure
F00540	1969-F08	E-8-5 No. 402	IKI	SU	Luna	-	-	L	F	1969 Jun 14 0400:47	-	1969 Jun 14 0425	    0.000 	-	Sample return mission, launch failure
F00541	1969-F08	E-8-5 No. 402 VA	IKI	SU	Luna	-	-	AV	FC	1969 Jun 14 0400:47	-	1969 Jun 14 0425	    0.000 	-	Ascent vehicle, launch failure
S04104	1969-080	E-8-5 No. 403	IKI	SU	Luna	-	-	L	F	1969 Sep 23 1407:36	-	1969 Sep 23 1530?	    0.000 	-	Sample return mission, failed to leave parking orbit
A01674	1969-080	E-8-5 No. 403 VA	IKI	SU	Luna	-	-	AV	FC	1969 Sep 23 1407:36	-	1969 Sep 23 1530?	    0.000 	-	Ascent vehicle, failed to leave parking orbit
A01694	1969-092	E-8-5 No. 404	IKI	SU	Luna	-	-	L	F	1969 Oct 22 1409:59	-	1969 Oct 22 1615	    0.000 	-	Sample return mission, failed to leave parking orbit
A01695	1969-092	E-8-5 No. 404 VA	IKI	SU	Luna	-	-	AV	FC	1969 Oct 22 1409:59	-	1969 Oct 22 1615	    0.000 	-	Ascent vehicle, failed to leave parking orbit
F00575	1969-092	E-8-5 No. 405	IKI	SU	Luna	-	-	L	F	1970 Feb  6 0416:06	-	1970 Feb  6 0418:13	    0.000 	-	Sample return mission, launch failure
F00577	1969-092	E-8-5 No. 405 VA	IKI	SU	Luna	-	-	AV	FC	1970 Feb  6 0416:06	-	1970 Feb  6 0418:13	    0.000 	-	Ascent vehicle, launch failure
F00744	1975-F05	E-8-5M No. 412	IKI	SU	Luna	-	-	L	F	1975 Oct 16 0404:56	-	1975 Oct 16 0418	    0.000 	-	Sample return mission, launch failure
F00746	1975-F05	E-8-5M No. 412 VA	IKI	SU	Luna	-	-	AV	FC	1975 Oct 16 0404:56	-	1975 Oct 16 0418	    0.000 	-	Ascent vehicle, launch failure
D00672	1988-058	Fobos-1 DAS	IKI	SU	Phobos	 -	-	LI	F	1988 Jul  7 1738:04	-	1988 Aug 28	    0.000 	-	Phobos lander, carrier missed Mars system
D00675	1988-059	Fobos-2 DAS	IKI	SU	Phobos	 -	-	LI	F	1988 Jul 12 1701:43	-	1989 Mar 27	    0.000 	-	Phobos lander, carrier failed in Mars orbit
D00676	1988-059	Fobos-2 PROP-FP	IKI	SU	Phobos	 -	-	RO	FC	1988 Jul 12 1701:43	-	1989 Mar 27	    0.000 	-	Phobos lander, carrier failed in Mars orbit
A05838	1996-064	Mars-96 MAS 1	IKI	RU	Mars	 -	-	LI	F	1996 Nov 16 2048:53	-	1996 Nov 16 2211	    0.000 	-	Mars lander, failed to leave parking orbit
A05839	1996-064	Mars-96 MAS 2	IKI	RU	Mars	 -	-	LI	F	1996 Nov 16 2048:53	-	1996 Nov 16 2211	    0.000 	-	Mars lander, failed to leave parking orbit
A05840	1996-064	Mars-96 Penetrator 1	IKI	RU	Mars	 -	-	LI	F	1996 Nov 16 2048:53	-	1996 Nov 16 2211	    0.000 	-	Mars lander, failed to leave parking orbit
A05841	1996-064	Mars-96 Penetrator 2	IKI	RU	Mars	 -	-	LI	F	1996 Nov 16 2048:53	-	1996 Nov 16 2211	    0.000 	-	Mars lander, failed to leave parking orbit
S37872	2011-065A	Fobos-Grunt SA	IKI	RU	Phobos	 -	-	L	F	2011 Nov  8 2016:03	-	2011 Nov  8 2027:28	    0.000 	-	Phobos lander, failed to leave parking orbit
A07893	2011-065	Fobos-Grunt VA	IKI	RU	Phobos	 -	-	AV	FC	2011 Nov  8 2016:03	-	2011 Nov  8 2027:28	    0.000 	-	Phobos sample return vehicle, failed to leave parking orbit
D01107	2022-156	OMOTENASHI	JAXA	J	Luna	 -	-	LI	O	2022 Nov 16 0647:44	-	2022 Nov 22	    0.000 	-	Lunar lander, failed en route, no landing
D01139	2024-006A	Peregrine Mission 1	ASTBT	US	Luna	 -	-	L	F	2024 Jan  8 0718	-	2024 Jan 18 2059	    0.000 	-	Lunar lander, missed Moon
D01142	2024-006	Colmena 1	AEMX/UNAM	MX	Luna	 -	-	RO	FC	2024 Jan  8 0718	-	2024 Jan 18 2059	    0.000 	-	Robot swarm, missed Moon
D01143	2024-006	Colmena 2	AEMX/UNAM	MX	Luna	 -	-	RO	FC	2024 Jan  8 0718	-	2024 Jan 18 2059	    0.000 	-	Robot swarm, missed Moon
D01144	2024-006	Colmena 3	AEMX/UNAM	MX	Luna	 -	-	RO	FC	2024 Jan  8 0718	-	2024 Jan 18 2059	    0.000 	-	Robot swarm, missed Moon
D01145	2024-006	Colmena 4	AEMX/UNAM	MX	Luna	 -	-	RO	FC	2024 Jan  8 0718	-	2024 Jan 18 2059	    0.000 	-	Robot swarm, missed Moon
D01146	2024-006	Colmena 5	AEMX/UNAM	MX	Luna	 -	-	RO	FC	2024 Jan  8 0718	-	2024 Jan 18 2059	    0.000 	-	Robot swarm, missed Moon
D01176	2025-010B	Resilience	ISPACE	J	Luna	 -	-	L	*	2025 Jan 15 0611	-	*	-	-	En route
